Timestamp,PT-3,PT-4,PT-5,PT-6,PT-7,PT-8,PT-9,PT-10,Temperatura EF,Temperatura SF,Temperatura Tanque,Setpoint Conductividad,Conductividad EF,Conductividad SF,Salida Conductividad,Setpoint Temperatura,Presión Transmembrana,Nivel,Valvula 27,C. Deareación,Protector Calefactor,Aire en Sangre,Sangre en dializante,Purga de aire,Cond. Sensor patrón,Temp. Sensor patrón,Cond. Sensor raw
2026-07-08 11:27:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.68889006643064,37.295468174735404,37.105773444596444,14.0,14.007037444684403,14.027816332994288,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.60036084527498,37.359440341963996,36.9337774169449,14.0,14.046711698780266,13.993825561731642,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07157168566899,37.305938587929866,36.858984492839525,14.0,13.986429845601457,13.980480466566448,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.964295040590244,37.29042826329573,37.05701266755801,14.0,14.02710263937484,14.033518424539798,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.572224987930745,37.224249542733546,36.8856693158869,14.0,14.00466509507526,13.983357955789376,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03874325033877,36.948429328679936,37.06309575863967,14.0,14.026541548238576,14.048664520405524,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.960058011062245,37.16372249707128,36.919939793601756,14.0,13.974427217632897,13.990122309018506,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.80637716169847,37.269261509578854,37.158881646493995,14.0,13.962453696185237,13.968207113252983,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.980075762059215,37.22961791784236,37.21091976994071,14.0,13.992331371919018,13.965763959893444,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62699971352919,37.315852525229616,37.04502979654781,14.0,13.99494169959954,14.017393913763042,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.80822140888919,36.87543795401114,37.07998793591817,14.0,13.983670001639728,13.992842137597187,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.537598425561306,36.95618132040811,36.74640431428129,14.0,13.955825535454553,14.015038518926959,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06317634851447,37.1492473340855,37.04392933945059,14.0,14.04258524857963,13.974783872107905,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.53067948566086,37.33503197599529,37.06325075737629,14.0,14.017031575764067,13.989556134842386,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.058051966917354,36.85777216942673,36.85886930724283,14.0,13.953749816586736,14.029531354962627,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 11:27:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.97561996667882,37.0508781712976,37.06790153762631,14.0,13.973335450295773,13.961456691702736,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
