Timestamp,PT-3,PT-4,PT-5,PT-6,PT-7,PT-8,PT-9,PT-10,Temperatura EF,Temperatura SF,Temperatura Tanque,Setpoint Conductividad,Conductividad EF,Conductividad SF,Salida Conductividad,Setpoint Temperatura,Presión Transmembrana,Nivel,Valvula 27,C. Deareación,Protector Calefactor,Aire en Sangre,Sangre en dializante,Purga de aire,Cond. Sensor patrón,Temp. Sensor patrón,Cond. Sensor raw
2026-07-08 12:21:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.69313806186236,37.30415981244559,36.78525189950689,14.0,14.03437314329048,14.007356309895377,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06660151863201,37.116662509224504,36.86792752957933,14.0,13.988256239594234,14.039639325125199,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.69280808367008,36.99647951343217,37.12449216740333,14.0,13.965431030073095,14.029885387047745,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.94332595140457,37.27734918377398,37.19128639239586,14.0,13.984202628717727,13.981786978648499,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.086942405586065,36.93862390009353,36.89345307994556,14.0,14.000967431372588,13.954236611949543,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5728213329617,37.03438592071131,36.886351227320574,14.0,13.961693245644138,13.972082025383095,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.78567516903217,37.071512531768676,37.144123979294896,14.0,13.95699286225157,13.981841536673667,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9283060211285,36.818663304251665,37.07039617676461,14.0,13.960751873035433,14.03790305342403,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.655972094567076,37.34601312633387,36.95105637551465,14.0,14.002944843847638,13.954447795122498,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:21:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.54586075342598,36.826704762995234,36.80730053985633,14.0,13.983552239744586,13.990929873060912,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.61750974840774,36.90856230219337,37.27946847882569,14.0,13.980721863726798,13.982548818788747,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.81465749558756,37.3664695789048,36.731431230255545,14.0,14.044700414244765,13.988338644471083,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09440146136566,37.2832452062495,37.06391271339614,14.0,14.020055517460575,13.958094746218304,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.838225728735175,37.21600342221369,37.21555909899182,14.0,13.997539276478337,14.043782793334701,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79363592243773,37.32794488369559,37.1753398280487,14.0,14.017055223984482,13.999172847086374,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.729561588487165,37.16459965005207,37.07595693058085,14.0,14.006310102934595,14.005641582975516,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93539398458444,36.89333589166638,37.13737317399319,14.0,13.986767400027421,13.972848284422074,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09415519617169,37.2849124849953,37.11597676246554,14.0,13.96325294560694,13.967869643342617,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.659701312000735,37.120264638696995,36.708277018526665,14.0,14.03229525572126,13.954815534573584,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.826675608669,36.927164348416774,36.94789724827223,14.0,13.978779483531737,13.973512937848101,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.92532402662119,36.920729344360616,36.83813371827305,14.0,13.998025078664185,13.951039622231942,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.70847634528701,37.174165293885586,36.757725466471534,14.0,14.016681699858946,13.963777537793625,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84878177786634,37.10075441921827,36.988345834443344,14.0,14.044939888701698,13.974594225870788,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.57442673861273,37.058885667852216,36.74180993926871,14.0,14.03122619892475,13.97391327872901,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.70979921910082,36.863451211134766,37.145480544067205,14.0,14.044998399637155,13.98473565698265,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.654793577319644,36.94225564576427,36.804418413973366,14.0,14.025308696010383,14.022780580469682,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.773715971379886,37.34115550578359,37.28409119157485,14.0,14.02134503730764,14.03528585761718,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.615683298806985,37.145839605037,37.12643614118855,14.0,14.025059669107973,14.045915784294092,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.837644598333384,37.33617687964151,36.80801482264691,14.0,14.004264859128764,14.02549113242208,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.858795185144295,37.108818664657015,37.02665688135958,14.0,13.99333794101112,14.046433830124354,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.603566162772715,36.966811977342815,36.720395815024204,14.0,13.976100291927006,13.976731291477538,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.572753508420234,37.06737042475845,37.053909628236035,14.0,13.997242797084594,14.001287365603755,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-08 12:22:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.95659510113308,37.202250676014174,37.29844559548382,14.0,13.967821342997157,14.039282499208792,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
