Timestamp,PT-3,PT-4,PT-5,PT-6,PT-7,PT-8,PT-9,PT-10,Temperatura EF,Temperatura SF,Temperatura Tanque,Setpoint Conductividad,Salida Conductividad,Setpoint Temperatura,Presión Transmembrana,Nivel,Valvula 27,C. Deareación,Protector Calefactor,Aire en Sangre,Sangre en dializante,Purga de aire,Cond. Sensor patrón,Temp. Sensor patrón,Cond. Sensor raw
2026-06-17 10:27:20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79970514971769,37.08328748396347,37.13963562355759,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.01238146043619,37.30280627828417,37.25407046618906,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.889002907097435,37.193187591149304,37.25370128255482,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85496422240683,37.08377400977949,36.773110138551814,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.88018721463113,37.104043212778315,37.10532542743547,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.785628231770325,37.26923366183242,36.733971368402315,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.60690147725119,37.03125106315806,36.77875840373718,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.548449270673295,37.08630506751067,36.73642713467377,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06737908846794,37.341252870724574,37.180315802984936,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71443274372613,37.05477096024994,36.98130384051137,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.92593305810652,37.20041991572816,36.737412740766075,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.78242855970511,37.11487267711181,37.09799624470861,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99041304310545,37.09665824515835,37.18931512842024,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83589912773616,37.28296920643528,36.707554730136216,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.72850791220046,37.34638319651469,37.07202892286418,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.503646482564086,37.262184366443044,37.14406125720361,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.044919073428616,37.36818370527183,37.033461767233405,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.76966311486092,37.26941940995201,37.25837000399347,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.54270552346802,36.963983899858796,37.1044467750282,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.94081119540668,37.181608958636424,36.74810951348747,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-17 10:27:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.764599842386204,37.30489404013973,36.717907231724155,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
