Timestamp,PT-3,PT-4,PT-5,PT-6,PT-7,PT-8,PT-9,PT-10,Temperatura EF,Temperatura SF,Temperatura Tanque,Setpoint Conductividad,Salida Conductividad,Setpoint Temperatura,Presión Transmembrana,Nivel,Valvula 27,C. Deareación,Protector Calefactor,Aire en Sangre,Sangre en dializante,Purga de aire
2026-03-10 10:43:33.263,-0.6528210944145166,-0.44090750436300175,-0.44282722513089007,3.805815077521811,-0.5509780402288247,0.8321170680628255,1.4801214659685862,-0.038069073783359456,31.123321123321123,28.217338217338217,0.0,0.0,0.0,35.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:43:38.259,33.665367167564504,-0.44136125654450264,-0.4426876090750436,1.4917318435754197,11.874469459309834,0.462086701570679,1.4404108900523551,-0.04012951334379915,30.964590964590965,29.133089133089133,100.0,0.0,0.0,40.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:43:43.263,5.684859654096965,1.4814659685863873,-0.4426876090750436,6.859929696817523,13.578889093928767,0.8898779057591615,1.4440209424083768,-0.039540816326530566,29.65811965811966,28.71794871794872,100.0,0.0,0.0,40.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:43:48.261,33.66940742840941,-0.4417801047120419,-0.44272251308900523,3.9159286924863483,5.325013840191917,0.8501673298429302,1.4422159162303683,-0.03973704866562009,28.498168498168496,28.742368742368743,100.0,0.0,0.0,40.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:43:53.263,23.383966543804934,-0.26111692844677137,-0.4426876090750436,7.892960893854749,13.225964200036904,0.4927721465968578,1.4404108900523551,-0.038461538461538505,27.78998778998779,27.387057387057386,100.0,0.0,0.0,40.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:43:58.251,5.373546923731216,1.4607678883071553,-0.44275741710296684,1.4285066850794033,13.614181583317952,0.8122617801047121,1.4422159162303683,-0.039442700156985915,28.3028083028083,27.66788766788767,100.0,0.0,0.0,40.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:44:03.256,33.675999432945844,-0.45452006980802795,-0.44272251308900523,8.066511832276692,7.556329581103524,0.9981794764397897,1.4512410471204205,-0.04012951334379915,29.29181929181929,28.485958485958484,100.0,0.0,0.0,40.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:44:08.259,32.53132974199036,-0.43267015706806283,-0.44275741710296684,4.834602975331117,8.66949621701421,0.5090173821989536,1.4440209424083768,-0.0402276295133438,29.865689865689866,28.644688644688646,100.0,0.0,0.0,40.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:44:13.262,5.621066061808902,1.6327748691099477,-0.442652705061082,1.4565124599836794,12.93864181583318,0.8591924607329827,1.4187505759162287,-0.0402276295133438,29.76800976800977,27.374847374847374,100.0,0.0,0.0,40.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:44:18.263,20.511979018996314,0.4652705061082024,-0.44272251308900523,1.42765802523382,10.07496770621886,0.9494437696335062,1.4638762303664905,-0.03983516483516475,29.865689865689866,28.656898656898658,100.0,0.0,0.0,40.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:44:23.263,33.68939608732634,-0.44157068062827226,-0.4426876090750436,7.9954365702090255,5.712816017715446,0.6516144502617784,1.4602661780104729,-0.039442700156985915,30.305250305250304,27.753357753357754,100.0,0.0,0.0,40.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
