Timestamp,PT-3,PT-4,PT-5,PT-6,PT-7,PT-8,PT-9,PT-10,Temperatura EF,Temperatura SF,Temperatura Tanque,Setpoint Conductividad,Salida Conductividad,Setpoint Temperatura,Presión Transmembrana,Nivel,Valvula 27,C. Deareación,Protector Calefactor,Aire en Sangre,Sangre en dializante,Purga de aire
2026-03-10 10:07:52.393,13.817904734902184,-0.15410122164048864,-0.42712041884816754,2.3329659155106404,1.5690625576674666,0.9602739267015715,1.45846115183246,0.0,31.013431013431013,27.582417582417584,88.23909527876054,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:07:57.394,33.707045647859374,-0.44171029668411865,-0.442652705061082,5.438424455464187,4.1499815464107765,0.6967401047120402,1.4368008376963335,-9.811616954465174e-05,30.671550671550673,26.947496947496948,100.0,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:02.393,15.148001134108307,1.536719022687609,-0.4426178010471204,4.7011512146130165,6.36178261671895,0.5234575916230366,1.413335497382198,-0.0013736263736264629,30.805860805860807,27.032967032967033,93.58276567470746,0.0,0.0,35.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:07.393,20.774383328607883,1.114520069808028,-0.44254799301919723,1.5426514343104645,7.163960140247278,1.0866257591623045,1.4349958115183246,-0.0009811616954474097,30.4029304029304,27.435897435897434,100.0,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:12.393,33.707258293167,-0.44136125654450264,-0.4426178010471204,8.39600401732471,3.3374238789444552,0.7779662827225114,1.454851099476438,0.0,30.573870573870575,27.814407814407815,86.19652749272348,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:17.393,8.185568471789054,2.6123211169284466,-0.4426178010471204,5.099172682191952,5.378160177154458,0.5992686910994773,1.4313857591623027,-0.0011773940345369363,30.32967032967033,25.225885225885225,100.0,0.0,0.0,35.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:22.406,7.479798695775447,2.8064223385689355,-0.44258289703315884,1.6063009227292706,10.363120501937626,0.5776083769633508,1.4476309947643986,-0.0005886970172683566,30.94017094017094,29.12087912087912,100.0,0.0,0.0,35.0,N/A,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:27.393,33.702367451091575,-0.44157068062827226,-0.44258289703315884,7.077186617287052,4.196484591252998,0.7545009424083761,1.4331907853403159,0.0006868131868132314,30.89133089133089,28.266178266178265,93.68551700950682,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:32.394,23.024170683300255,0.3555322862129145,-0.44258289703315884,6.558231121712385,4.57556744786861,0.6010737172774862,1.4476309947643986,-0.0006868131868132314,31.15995115995116,28.742368742368743,93.06808440628019,0.0,0.0,35.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:37.391,7.04897930252339,2.9178359511343803,-0.4426178010471204,1.6164848408762782,9.146567632404503,0.4747218848167531,1.4241656544502634,-0.001667974882260641,31.22100122100122,27.582417582417584,79.30823541997539,0.0,0.0,35.0,N/A,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:42.393,33.69173518571023,-0.44153577661431065,-0.4426876090750436,1.5969656644278465,4.864135449344897,0.9548588481675409,1.4349958115183246,-0.0002943485086341783,31.807081807081808,28.156288156288156,88.84904444581592,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:47.393,33.264318117380206,-0.4336474694589878,-0.44258289703315884,7.99798254974578,3.344067171064773,0.6570295287958132,1.4602661780104729,-0.0009811616954474097,31.39194139194139,27.814407814407815,100.0,0.0,0.0,35.0,N/A,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:52.393,7.22887723277573,2.9036649214659684,-0.44258289703315884,1.6203038101814087,10.879221258534784,0.7057652356020926,1.4512410471204205,-0.0011773940345369363,31.062271062271062,27.66788766788767,98.72377075021438,0.0,0.0,35.0,N/A,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2026-03-10 10:08:57.396,24.550751346753614,0.6091099476439791,-0.4425130890052356,4.121940870001882,7.218352094482377,1.0757956020942392,1.4404108900523551,9.811616954465174e-05,31.355311355311354,28.510378510378512,100.0,0.0,0.0,35.0,N/A,0.0,0.0,0.0,1.0,0.0,0.0,0.0
