timestamp,heitmann_l,ktv,type,therapy_minutes
2026-06-18 15:05:24,42.9,0.0,Manual,4.25
2026-06-18 15:05:24,42.9,0.0,Auto,0.0
2026-06-18 15:05:25,42.9,0.0,Auto,0.0
2026-06-18 15:05:25,42.9,0.0,Auto,0.0
2026-06-18 15:05:26,42.9,0.0,Auto,0.0
2026-06-18 15:05:26,42.9,0.0,Auto,0.0
2026-06-18 15:05:27,42.9,0.0,Auto,0.0
2026-06-18 15:05:27,42.9,0.0,Auto,0.0
2026-06-18 15:05:28,42.9,0.0,Auto,0.0
2026-06-18 15:05:28,42.9,0.0,Auto,0.0
2026-06-18 15:05:29,42.9,0.0,Auto,0.0
2026-06-18 15:05:29,42.9,0.0,Auto,0.0
2026-06-18 15:05:30,42.9,0.0,Auto,0.0
2026-06-18 15:05:30,42.9,0.0,Auto,0.0
2026-06-18 15:05:31,42.9,0.0,Auto,0.0
2026-06-18 15:05:31,42.9,0.0,Auto,0.0
2026-06-18 15:05:32,42.9,0.0,Auto,0.0
2026-06-18 15:05:32,42.9,0.0,Auto,0.0
2026-06-18 15:05:33,42.9,0.0,Auto,0.0
2026-06-18 15:05:33,42.9,0.0,Auto,0.0
2026-06-18 15:05:34,42.9,0.0,Auto,0.0
2026-06-18 15:05:34,42.9,0.0,Auto,0.0
2026-06-18 15:05:35,42.9,0.0,Auto,0.0
2026-06-18 15:05:35,42.9,0.0,Auto,0.0
2026-06-18 15:05:36,42.9,0.0,Auto,0.0
2026-06-18 15:05:36,42.9,0.0,Auto,0.0
2026-06-18 15:05:37,42.9,0.0,Auto,0.0
2026-06-18 15:05:37,42.9,0.0,Auto,0.0
2026-06-18 15:05:38,42.9,0.0,Auto,0.0
2026-06-18 15:05:38,42.9,0.0,Auto,0.0
2026-06-18 15:05:39,42.9,0.0,Auto,0.0
2026-06-18 15:05:39,42.9,0.0,Auto,0.0
2026-06-18 15:05:40,42.9,0.0,Auto,0.0
2026-06-18 15:05:40,42.9,0.0,Auto,0.0
2026-06-18 15:05:41,42.9,0.0,Auto,0.0
2026-06-18 15:05:41,42.9,0.0,Auto,0.0
2026-06-18 15:05:42,42.9,0.0,Auto,0.0
2026-06-18 15:05:42,42.9,0.0,Auto,0.0
2026-06-18 15:05:43,42.9,0.0,Auto,0.0
2026-06-18 15:05:43,42.9,0.0,Auto,0.0
2026-06-18 15:05:44,42.9,0.0,Auto,0.0
2026-06-18 15:05:44,42.9,0.0,Auto,0.0
2026-06-18 15:05:45,42.9,0.0,Auto,0.0
2026-06-18 15:05:45,42.9,0.0,Auto,0.0
2026-06-18 15:05:46,42.9,0.0,Auto,0.0
2026-06-18 15:05:46,42.9,0.0,Auto,0.0
2026-06-18 15:05:47,42.9,0.0,Auto,0.0
2026-06-18 15:05:47,42.9,0.0,Auto,0.0
2026-06-18 15:05:48,42.9,0.0,Auto,0.0
2026-06-18 15:05:48,42.9,0.0,Auto,0.0
2026-06-18 15:05:49,42.9,0.0,Auto,0.0
2026-06-18 15:05:49,42.9,0.0,Auto,0.0
2026-06-18 15:05:50,42.9,0.0,Auto,0.0
2026-06-18 15:05:50,42.9,0.0,Auto,0.0
2026-06-18 15:05:51,42.9,0.0,Auto,0.0
2026-06-18 15:05:51,42.9,0.0,Auto,0.0
2026-06-18 15:05:52,42.9,0.0,Auto,0.0
2026-06-18 15:05:52,42.9,0.0,Auto,0.0
2026-06-18 15:05:53,42.9,0.0,Auto,0.0
2026-06-18 15:05:53,42.9,0.0,Auto,0.0
2026-06-18 15:05:54,42.9,0.0,Auto,0.0
2026-06-18 15:05:54,42.9,0.0,Auto,0.0
2026-06-18 15:05:55,42.9,0.0,Auto,0.0
2026-06-18 15:05:55,42.9,0.0,Auto,0.0
2026-06-18 15:05:56,42.9,0.0,Auto,0.0
2026-06-18 15:05:56,42.9,0.0,Auto,0.0
2026-06-18 15:05:57,42.9,0.0,Auto,0.0
2026-06-18 15:05:57,42.9,0.0,Auto,0.0
2026-06-18 15:05:58,42.9,0.0,Auto,0.0
2026-06-18 15:05:58,42.9,0.0,Auto,0.0
2026-06-18 15:05:59,42.9,0.0,Auto,0.0
2026-06-18 15:05:59,42.9,0.0,Auto,0.0
2026-06-18 15:06:00,42.9,0.0,Auto,0.0
2026-06-18 15:06:00,42.9,0.0,Auto,0.0
2026-06-18 15:06:01,42.9,0.0,Auto,0.0
2026-06-18 15:06:01,42.9,0.0,Auto,0.0
2026-06-18 15:06:02,42.9,0.0,Auto,0.0
2026-06-18 15:06:02,42.9,0.0,Auto,0.0
2026-06-18 15:06:03,42.9,0.0,Auto,0.0
2026-06-18 15:06:03,42.9,0.0,Auto,0.0
