timestamp,heitmann_l,ktv,type,therapy_minutes
2026-06-18 14:55:08,0.0,0.0,Auto,0.0
2026-06-18 14:55:09,0.0,0.0,Auto,0.0
2026-06-18 14:55:09,0.0,0.0,Auto,0.0
2026-06-18 14:55:10,0.0,0.0,Auto,0.0
2026-06-18 14:55:10,0.0,0.0,Auto,0.0
2026-06-18 14:55:11,0.0,0.0,Auto,0.0
2026-06-18 14:55:11,0.0,0.0,Auto,0.0
2026-06-18 14:55:12,0.0,0.0,Auto,0.0
2026-06-18 14:55:12,0.0,0.0,Auto,0.0
2026-06-18 14:55:13,0.0,0.0,Auto,0.0
2026-06-18 14:55:13,0.0,0.0,Auto,0.0
2026-06-18 14:55:14,0.0,0.0,Auto,0.0
2026-06-18 14:55:14,0.0,0.0,Auto,0.0
2026-06-18 14:55:15,0.0,0.0,Auto,0.0
2026-06-18 14:55:15,0.0,0.0,Auto,0.0
2026-06-18 14:55:16,0.0,0.0,Auto,0.0
2026-06-18 14:55:16,0.0,0.0,Auto,0.0
2026-06-18 14:55:17,0.0,0.0,Auto,0.0
2026-06-18 14:55:17,0.0,0.0,Auto,0.0
2026-06-18 14:55:18,0.0,0.0,Auto,0.0
2026-06-18 14:55:18,0.0,0.0,Auto,0.0
2026-06-18 14:55:19,0.0,0.0,Auto,0.0
2026-06-18 14:55:19,0.0,0.0,Auto,0.0
2026-06-18 14:55:20,0.0,0.0,Auto,0.0
2026-06-18 14:55:20,0.0,0.0,Auto,0.0
2026-06-18 14:55:21,0.0,0.0,Auto,0.0
2026-06-18 14:55:21,0.0,0.0,Auto,0.0
2026-06-18 14:55:22,0.0,0.0,Auto,0.0
